Geometry,Merge number,Art Year,Major conservation,created date,last edited,Artist full name,List title,Short description,Tour card,Fact sheet URL,Photo quality,Video URL,Google map URL,Latitude,Longitude,photo caption,Photo alt,More Info URL,Related Project URL,Current Interest,Special Interest,Nearest Point of Interest,Zoom,Accession Number,Last name,First name,Series,Title,Featured,Display term,Detailed materials,Category,Object Type,Dimensions,Location,Additional Location Information,Actual address,Interior or Exterior,Location type,Location 2,Permission required,Permission type,Neighborhood,Tags keywords,tags keywords 2,Tour_Card,Conservation status,Temporary or permanent,Photo website,Theme Tags
POINT (-71.11049954949318 42.367581349786875),260,2003,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Murray Dewart,The Late Flower Alphabet: Gate,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Garden.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36758135,-71.11049955",42.36758135,-71.11049955,,,,,,,Central,in,CAC.03.01a,Dewart,Murray,The Late Flower Alphabet,Gate,no,,Sand-cast bronze and granite,Sculpture,Bronze,120”(h) x 96”(w) x 36”(d),Franklin Street Park,In a pocket park straight back,495 Franklin Street,Exterior,Park,Park,no,,Riverside,abstract,abstract; symbol; garden; plant; grow; nurture,Plant Yourself in a Garden,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Dewart_TheLateFlowerAlphabet_a_Gate.jpg,oceanic
POINT (-71.08727702995148 42.372130550129164),50,1979,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Lilli Ann Rosenberg,Untitled (Large tree with birds),,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.37213055,-71.08727703",42.37213055,-71.08727703,,,,,,,Lechmere,in,CAC.1979.05h,Rosenberg,Lilli Ann,Untitled,(Large tree with birds),no,,"Ceramic tiles, glazed",Mosaic,Mosaic mural; Sculpture,106”(h) x 65”(w),Millers River Apartments,On building facade,673 Cambridge Street,Exterior,Non-city building,Non-city building,no,,East Cambridge,community,neighborhood; family; community; city; tree; nature; bird; animal; fish; sports; truck,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC7905h_LargeTreeWithBirds_Rosenberg_MillersRiver_2019.JPG,memorial
POINT (-71.07562714971132 42.36935556974319),28,1986,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Beach Fragments (g),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Ocean.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36935557,-71.07562715",42.36935557,-71.07562715,,,,,,,Lechmere,in,CAC.86.03g,Phillips,David,Beach Fragments,(Spirals and shell fossils),no,,Silicon bronze in brick,Sculpture,Bronze Relief,16”(h) x 16”(w),Lechmere Canal Park,"Inlaid in brick, under the park pavilion",,Exterior,Park,Park,no,,East Cambridge,nature,beach; water; stone; nature; music; symbol; feet; hands; ocean; sea;,Ode to the Ocean,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC8603g_BeachFragments.JPG,oceanic
POINT (-71.13673553002731 42.38655451424482),418,2022,0,12/05/2022 12:00:00 AM,12/05/2022 12:00:00 AM,Dominic Michael Killiany,Stroll in the Rain,,,,,,https://goo.gl/maps/yydTtHuNpYM7ELcS6,42.38656,-71.13674,,,https://www.cambridgema.gov/arts/publicart/whatsnew/dominickillianyatuniversaldesignplayground,,,,Fresh Pond,same,CAC.22.01.6a,Killiany,Dominic,,Stroll in the Rain,no,,Color pigments printed onto aluminum panel (detail from original acrylic painting),Mural,Digifuse Print,"26""(h) x 45.5""(w)","Danehy Park, Louis A. DePasquale Universal Design Playground","Tower structure, main floor (top half)",,Exterior,Playground,Park; Playground,no,,Neighborhood Nine,landscape,painting; digifuse; color; shape,,,Permanent,,industrial
POINT (-71.14410553002905 42.383537619667024),72,2002,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mags Harries & Lajos Heder,Drawn Water (Iron pipe),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Play.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.38353762,-71.14410553",42.38353762,-71.14410553,,,,,,,Fresh Pond,in,CAC.02.01d,Harries; Heder,Mags; Lajos,Drawn Water,(Iron pipe),no,,Iron pipe,Sculpture,Iron pipe,81.5”(w) x 31”(dia.),Walter Sullivan Water Facility,In ground between path and viewing circle,250 Fresh Pond Parkway,Exterior,Pathway,Pathway,no,,West Cambridge,water,water; city; pipe; play; spirit; fun,This Way to Play,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_02_01d_HarriesMags_HeiderLajos_DrawnWater.jpg,industrial
POINT (-71.10338242957394 42.370079040224795),395,2004,2017,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Michael Glier,Town Green: Dutchman’s Pipe,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_City.pdf,,,,"https://www.google.com/maps/search/?api=1&query=42.37007904,-71.10338243",42.37007904,-71.10338243,,,,,,,Central,in,CAC.04.01j,Glier,Michael,Town Green,Dutchman’s Pipe,no,,Acrylic and charcoal on sheetrock,Mural,Painted Mural,"81""""(h) x 163""""(w)",City Hall Annex,"3rd floor, east wall, in conference room",344 Broadway,Interior,Public Building,Public Building,no,,Mid-Cambridge,community,"about Cambridge; city; drawing, community; civic; government; democracy",Sense of City,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_10_TownGreen_dutchmanspipe.jpg,industrial
POINT (-71.10391410954627 42.356310569978504),13,1987,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Madeleine Lord,Revolutionary Figures (Male Figure),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Activism.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.35631057,-71.10391411",42.35631057,-71.10391411,,,,,,,Kendell,in,CAC87.04.3,Lord,Madeleine,Revolutionary Figures,(Male Figure),no,,Painted Steel,Sculpture,Metal; Painted Steel,"73""""(h) x 48""""(w) x 24""""(d)",Fort Washington Park,Silhouette of male figure on park grounds; Intersection at Waverly Street and Talbot Street,,Exterior,Park,Park,no,,Cambridgeport,history,history; revolution; steel; metal; activism,Blaze a Trail for Activism,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Lord_CAC87043_RevolutionaryFigures.JPG,industrial
POINT (-71.11637995042403 42.382344929802294),386,1996,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy O'Neil,Untitled,,,,,,"https://www.google.com/maps/search/?api=1&query=42.38234493,-71.11637995",42.38234493,-71.11637995,,,,,,,Porter,same,CAC.96.01a-h,O'Neil,Nancy,Untitled,,no,,Hand-painted stained glass,Stained Glass,Stained glass,28”(h) x 22”(w),Maria L. Baldwin Elementary School,,85 Oxford Street,Interior,School,School; Public Building,yes,"Call Public Art Administrator, 617-349-4388",Agassiz,light,"glass, color, light",,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_96_01b_ONeil.JPG,goofy
POINT (-71.11099508000824 42.374974720384884),55,2002,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mags Harries & Lajos Heder,Drawn Water (Valve plate),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Play.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.37497472,-71.11099508",42.37497472,-71.11099508,,,,,,,Harvard,same,CAC.02.01h,Harries; Heder,Mags; Lajos,Drawn Water,(Valve plate),no,,Bronze,Sculpture,Bronze Relief,"8"""" (dia.)",Cambridge Rindge & Latin High School,Bronze relief in sidewalk outside of building,495 Broadway,Exterior,School,School; Public Building; Pathway,no,,Mid-Cambridge,water,water; eye; play; spirit; fun,This Way to Play,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201h_CRLS.jpg,industrial
POINT (-71.10622012999012 42.366739159890976),315,1995,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Lisa Houck,One Seasonal Cycle in a Temperate Zone (Autumn) (Winter),,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36673916,-71.10622013",42.36673916,-71.10622013,,,,,,,Central,same,CAC.95.01c-d,Houck,Lisa,One Seasonal Cycle in a Temperate Zone,"c) (Autumn), d) (Winter)",no,,Oil enamel on plywood,Mural,Painted Mural,42”(h) x 36”(w),Cityside Senior Center,"1st floor, Vestibule on each side doorway",806 Massachusetts Avenue,Interior,Public Building,Public Building,yes,"Call Public Art Administrator, 617-349-4388",Riverside,nature,Trees; nature; abstract; color,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Houck_CAC9591cd_OneSeason.jpg,oceanic
POINT (-71.11487060968172 42.36763530021316),145,1999,2020,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,William Reimann,Untitled (Ground paver with sturgeon),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Creature.pdf,,3.0,,"https://www.google.com/maps/search/?api=1&query=42.3676353,-71.11487061",42.3676353,-71.11487061,,,,,,,Harvard,in,CAC.99.08p,Reimann,William,Untitled,(Ground paver with sturgeon),yes,,Granite (sandblasted) and paint,Sculpture,Stone,36”(w) x 36”(d),Corporal Burns Park,Intersection at Memorial Drive and Flagg Street,,Exterior,Park,Park; Pathway,no,,Riverside,animal,fish; nature; animal; critter; creature; water; swim,Inspect a Cantabridgian Creature,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_p_Reimann.jpg,nostalgia
POINT (-71.1333085700482 42.38753033977099),344,2020,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Monique Aimee,Untitled (Brine Tank Murals),,,,,,"https://www.google.com/maps/search/?api=1&query=42.38753034,-71.13330857",42.38753034,-71.13330857,"Photo credit: Craig Bailey, Perspective Photography",,https://www.cambridgema.gov/arts/News/detail.aspx?path=/sitecore/content/home/arts/news/2020/06/publicartmuralmosaic,,,,Fresh Pond,same,PN.2020.01,Aimee,Monique,,Untitled (Brine Tank Murals),yes,,Acrylic paint on high density polyethylene (HDPE),Mural,Painted Mural,,St. Peter's Field,On brine tanks at end of parking lot off of Sherman St.,,Exterior,Park,Park; Pathway,no,,Neighborhood Nine,community,community; park; recreation; nature; outdoors; people,,,Temporary,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Aimee_CACPN_PerspectivePhoto.JPG,sentimental
POINT (-71.0763710598529 42.36643380004475),237,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Webb,Untitled (Cabbage Butterfly and Chicory),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Treasure.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.3664338,-71.07637106",42.3664338,-71.07637106,,,,,,,Lechmere,in,CAC.92.03.39,Webb,Nancy,Untitled,(Cabbage Butterfly and Chicory),no,,Bronze,Sculpture,Bronze,Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.),Charles Park,Intersection at Edwin H. Land Blvd. and Charles Street,,Exterior,Park,Park; Pathway,no,,East Cambridge,nature,insect; butterfly; plant; flower; nature; tiny; treasure; look close,Look Close! Find a Tiny Treasure,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_39_Webb.jpg,goofy
POINT (-71.11520654019718 42.37202711021646),182,1997,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Spiral (Snail),,,,,,"https://www.google.com/maps/search/?api=1&query=42.37202711,-71.11520654",42.37202711,-71.11520654,,,,,,,Harvard,in,CAC.97.02.7,Phillips,David,Spiral,(Snail),no,,Cast bronze,Sculpture,Bronze,5”-6.5”(h) x 3”-5”(w) x 3”-5.5”(d),Quincy Square,"Bronze snails are fence post tops, located at various points on the spiral iron fence that surrounds park and the island traffic median across the intersection",,Exterior,Public Square,Public Square,no,,Mid-Cambridge,insect,snail; nature; insect,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970207_Spiral.jpg,love
POINT (-71.14410553002905 42.383537619667024),354,2002,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mags Harries & Lajos Heder,"Drawn Water (bronze pipes, outdoor drinking fountain, circle gate)",,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Play.pdf,,1.0,,"https://www.google.com/maps/search/?api=1&query=42.38353762,-71.14410553",42.38353762,-71.14410553,,,,,,,Fresh Pond,out,CAC.02.01,Harries; Heder,Mags; Lajos,Drawn Water,"(bronze pipes, outdoor drinking fountain, circle gate)",no,,Iron pipe,Sculpture,Iron pipe,,Walter Sullivan Water Facility,Between water facility and pond,250 Fresh Pond Parkway,Exterior,Pathway,Pathway,no,,West Cambridge,water,water; view; city; pipe; play; spirit; fun,This Way to Play,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_02_01g_HarriesMags_HeiderLajos_DrawnWater.jpg,industrial
POINT (-71.09579526005098 42.36632967982726),87,2002,2008,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mags Harries & Lajos Heder,Drawn Water (Valve plate),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Play.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36632968,-71.09579526",42.36632968,-71.09579526,,,,,,,Central,same,CAC.02.01p,Harries; Heder,Mags; Lajos,Drawn Water,(Valve plate),no,,Bronze,Sculpture,Bronze Relief,"8"""" (dia.)",Fletcher-Maynard Elementary Academy,Bronze relief in sidewalk outside of building,225 Windsor Street,Exterior,School,School; Public Building; Pathway,no,,The Port,water,water; ice; play; spirit; fun,This Way to Play,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201p_FletcherMaynard.jpg,sentimental
POINT (-71.10772608942167 42.36112620981967),160,1987,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Levitated Stone (Frog drain grate South),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Nature.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36112621,-71.10772609",42.36112621,-71.10772609,,,,,,,Central,in,CAC.87.06g,Phillips,David,Levitated Stone,(Frog drain grate South),no,,Silicon bronze,Sculpture,Bronze,"25.75""""(dia.) (each)",Dana Park,"Intersection at Corporal McTernan Street and Magazine street, outside of playground",,Exterior,Park,Park; Playground,no,,Cambridgeport,animal,frog; animal; fountain; outdoors; land; flora; fauna; nature,Next Stop Nature,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_52.JPG,goofy
POINT (-71.11551540991465 42.372361749894814),188,1997,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Spiral (Snail),,,,,,"https://www.google.com/maps/search/?api=1&query=42.37236175,-71.11551541",42.37236175,-71.11551541,,,,,,,Harvard,in,CAC.97.02.19,Phillips,David,Spiral,(Snail),no,,Cast bronze,Sculpture,Bronze,5”-6.5”(h) x 3”-5”(w) x 3”-5.5”(d),Quincy Square,"Bronze snails are fence post tops, located at various points on the spiral iron fence that surrounds park and the island traffic median across the intersection",,Exterior,Public Square,Public Square,no,,Mid-Cambridge,insect,snail; nature; insect,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970219_Spiral.jpg,memorial
POINT (-71.10082101965325 42.36821293972342),409,2020,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Fichter,The Moses Mosaic,,,,,,"https://www.google.com/maps/search/?api=1&query=42.36821294,-71.10082102",42.36821294,-71.10082102,"Photo credit: Craig Bailey, Perspective Photography",,https://www.cambridgema.gov/arts/publicart/whatsnew/davidfichtermosesyouthcentermosaic,https://www.cambridgema.gov/Departments/publicworks/cityprojects/2015/theportinfrasctructureimprovements,,,Central,same,,Fichter,David,,The Moses Mosaic,yes,,Glass tile,Mosaic,Mosaic,16” (h) X 40' (w),Moses Youth Center,Above front entrance.,243 Harvard Street,Exterior,Public Building,Public Building,no,,,community,community; children; cambridge,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Fichter_CACMoses_PerspectivePhoto.jpg,nostalgia
POINT (-71.11539121967034 42.37222344979375),173,1997,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,David Phillips,Spiral (Snail),,,,,,"https://www.google.com/maps/search/?api=1&query=42.37222345,-71.11539122",42.37222345,-71.11539122,,,,,,,Harvard,in,CAC.97.02.16,Phillips,David,Spiral,(Snail),no,,Cast bronze,Sculpture,Bronze,5”-6.5”(h) x 3”-5”(w) x 3”-5.5”(d),Quincy Square,"Bronze snails are fence post tops, located at various points on the spiral iron fence that surrounds park and the island traffic median across the intersection",,Exterior,Public Square,Public Square,no,,Mid-Cambridge,insect,snail; nature; insect,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970216_Spiral.jpg,nostalgia
POINT (-71.13262556045039 42.399724349766736),114,1980,2020,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Juliet Kepes,Untitled (Landing Bird),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Flight.pdf,,,,"https://www.google.com/maps/search/?api=1&query=42.39972435,-71.13262556",42.39972435,-71.13262556,"Photo credit: Craig Bailey, Perspective Photography",,,,,,Davis,in,CAC.80.07c,Kepes,Juliet,Untitled (Birds),(Landing Bird),yes,,Bronze,Sculpture,Bronze relief,16.5”(h) x 15.5”(w),Clarendon Avenue Playground,Mounted to low stone wall; Intersection at Massachusetts Avenue and Clarendon Avenue,99 Clarendon Avenue,Exterior,Park,Park; Playground,no,,North Cambridge,animal,bird; animal; wings; soar; fly; flight,Take Flight,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Kepes_CAC8007c_PerspectivePhoto.JPG,goofy
POINT (-71.07646526032764 42.36689141043417),220,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Webb,Untitled (Ant),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Treasure.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36689141,-71.07646526",42.36689141,-71.07646526,,,,,,,Lechmere,in,CAC.92.03.20,Webb,Nancy,Untitled,(Ant),no,,Bronze,Sculpture,Bronze Relief,Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.),Charles Park,Intersection at Edwin H. Land Blvd. and Charles Street,,Exterior,Park,Park; Pathway,no,,East Cambridge,nature,insect; ant; nature; tiny; treasure; look close,Look Close! Find a Tiny Treasure,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_20_Webb.jpg,memorial
POINT (-71.1092645994078 42.35611544035946),275,2010,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mike Mandel,Sidewalk Histories: Clark & Sons,,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_History.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.35611544,-71.1092646",42.35611544,-71.1092646,,,,,,,Central,same,CAC.10.01.2,Mandel,Mike,Sidewalk Histories,Clark & Sons,no,,Ceramic tiles,Mosaic,Tile Mosaic,"56.25""""(h) x 56""""(w)",Brookline Street (119-222 ),In sidewalk,322 Brookline Street,Exterior,Pathway,Pathway,no,,Cambridgeport,community,history; neighborhood; community,Time Out for History,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_10_01_2_Mandel.jpg,memorial
POINT (-71.13673504666728 42.386610324737305),425,2022,0,12/05/2022 12:00:00 AM,12/05/2022 12:00:00 AM,Dominic Michael Killiany,Route 2 East,,,,,,https://goo.gl/maps/PcLV4yCfELR652w68,42.38662,-71.136736,,,https://www.cambridgema.gov/arts/publicart/whatsnew/dominickillianyatuniversaldesignplayground,,,,Fresh Pond,same,CAC.22.01.8,Killiany,Dominic,,Route 2 East,no,,Color pigments printed onto aluminum panel (detail from original acrylic painting),Mural,Digifuse Print,"31""(h) x 47.75""(w)","Danehy Park, Louis A. DePasquale Universal Design Playground",Tower structure ramp,,Exterior,Playground,Park; Playground,no,,Neighborhood Nine,landscape,painting; digifuse; color; shape,,,Permanent,,love
POINT (-71.09681206995552 42.36719320000507),82,2004,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Jill Slosberg-Ackerman,Rei,,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.3671932,-71.09681207",42.3671932,-71.09681207,,,,,,,Central,same,CAC.04.03,Slosberg-Ackerman,Jill,,Rei,no,,Steel,Sculpture,Metal Sculptural Trellis,70”(h) x 55”(w) x 67”(d),Squirrel Brand Park,Intersection at Broadway and Boardman Street toward back of the park,,Exterior,Park,Park; Playground,no,,The Port,animal,squirrel; animal; trellis; plant,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/cac_04_03_slosbergackerman.JPG,sentimental
POINT (-71.11637995042403 42.382344929802294),381,1996,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy O'Neil,Untitled (Robin bird and road maps from 1700),,,,,,"https://www.google.com/maps/search/?api=1&query=42.38234493,-71.11637995",42.38234493,-71.11637995,,,,,,,Porter,same,CAC.96.01d,O'Neil,Nancy,Untitled,(Robin bird and road maps from 1700),no,,Hand-painted stained glass,Stained Glass,Stained glass,28”(h) x 22”(w),Maria L. Baldwin Elementary School,"Stairwell, levels 1-2 (right)",85 Oxford Street,Interior,School,School; Public Building,yes,"Call Public Art Administrator, 617-349-4388",Agassiz,light,"glass, color, light",,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_96_01d_ONeil.JPG,sentimental
POINT (-71.07634837983781 42.36645964030464),231,1992,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Webb,Untitled (Ant and Lily Leaf),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Treasure.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.36645964,-71.07634838",42.36645964,-71.07634838,,,,,,,Lechmere,in,CAC.92.03.31,Webb,Nancy,Untitled,(Ant and Lily Leaf),no,,Bronze,Sculpture,Bronze,Various sizes ranging from : 16”(h) x 25.5”(w) x 6”(d) and up to 15”(dia.),Charles Park,Intersection at Edwin H. Land Blvd. and Charles Street,,Exterior,Park,Park; Pathway,no,,East Cambridge,nature,insect; ant; plant; flower; nature; tiny; treasure; look close,Look Close! Find a Tiny Treasure,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_31_Webb.jpg,industrial
POINT (-71.10427452008365 42.37071164029944),366,1981,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Robin Shores,Untitled (bollards),,,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.37071164,-71.10427452",42.37071164,-71.10427452,,,,,,,Central,out,CAC.81.12,Shores,Robin,Untitled,(bollards),no,,Concrete,Sculpture,Sculpted Concrete Bollards,"33""""(h) x 18""""(dia.) (each)","King Open School (until 2020), the Ola Portuguese Dual Language Immersion Program",On sidewalk in front of school,359 Broadway,Exterior,School,School; Public Building; Pathway,no,,Mid-Cambridge,children,body language; sports; feet; shoes; children,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Shores_CAC8112a.JPG,love
POINT (-71.12122047958994 42.373530599836286),77,2002,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Mags Harries & Lajos Heder,Drawn Water (Valve plate),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Play.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.3735306,-71.12122048",42.3735306,-71.12122048,,,,,,,Harvard,same,CAC.02.01v,Harries; Heder,Mags; Lajos,Drawn Water,(Valve plate),no,,Bronze,Sculpture,Bronze Relief,"8"""" (dia.)",Brattle Square,Bronze relief in sidewalk outside of building,40 Brattle Street,Exterior,Pathway,Pathway,no,,West Cambridge,water,water; well; play; spirit; fun,This Way to Play,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201v_Brattle.jpg,memorial
POINT (-71.07772162952159 42.36869395029212),168,2011,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Nancy Simonds,Beacon of Color (b),,,,3.0,,"https://www.google.com/maps/search/?api=1&query=42.36869395,-71.07772163",42.36869395,-71.07772163,,,,,,,Lechmere,in,CAC.11.01b,Simonds,Nancy,Beacon of Color,,no,,Acrylic on Sintra,Mural,Painted Mural,62”(h) x 63”(w) (each),First Street Garage,Corner of First and Spring St.,,Exterior,Pathway,Public Building; Pathway,no,,East Cambridge,abstract,abstract; shape; color,,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_11_01b_Simonds.jpg,memorial
POINT (-71.14915058945773 42.388980559573625),8,2013,0,09/14/2021 12:00:00 AM,09/14/2021 12:00:00 AM,Laura Baring-Gould,Water for All (2),,https://www.cambridgema.gov/-/media/Files/artscouncil/publicart/publicarttourcardspdf/CA_PublicArt_Cards_Creature.pdf,,2.0,,"https://www.google.com/maps/search/?api=1&query=42.38898056,-71.14915059",42.38898056,-71.14915059,,,,,,,Fresh Pond,same,CAC.13.01.2,Baring-Gould,Laura,Water For All,,no,,Bronze,Sculpture,Fountain,"37.75""(h) x 26.5""(w) x 33.5""(d) (overall)
 3""(h) x 15.5""(dia.) (bronze basin)",Neville Manor Community Gardens,Across from Neville Manor; On path next to community garden,,Exterior,Garden,Garden; Pathway; Park,no,,Cambridge Highlands,nature,water; nature; animal; insect; frog; turtle; plant; creature; critter,Inspect a Cantabridgian Creature,,Permanent,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/BaringGould_WaterForAll_02.JPG,oceanic
