List title,Artist full name,Latitude,Longitude,Tags keywords,tags keywords 2,Photo website,Neighborhood,Location,normalized tag
Untitled (North Cambridge Senior Center Murals),David Fichter,42.39104443,-71.12292247,community,people; community; city; civic; society; seniors,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Fichter_CAC8610_UntitledNorthCambridgeSeniorCenter.jpg,North Cambridge,North Cambridge Senior Center,community
Untitled (Cricket and Coral Beetle),Nancy Webb,42.36645947,-71.07637146,nature,insect; cricket; beetle; nature;,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_34_Webb.jpg,East Cambridge,Charles Park,nature
Turtles (c),Lilli Ann Rosenberg,42.38283393,-71.11649625,animal,turtle; animal; ocean; water; sea; sea creature,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_82_04a_Rosenberg.jpg,Agassiz,Edward Alden Park,animal
Floating Stones (Block),Edward Levine,42.38726604,-71.13362638,abstract,stone; abstract; landscape,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_02_Levine.JPG,Neighborhood Nine,Roethlisberger Park,abstract
Dana Park Quotes (Allston),John Powell,42.36141685,-71.10802435,history,political; text; writing; history,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Powell_CAC07055_Allston.JPG,Cambridgeport,Dana Park,history
Untitled (Double helix and yellow ribbon),Nancy O'Neil,42.38234493,-71.11637995,light,"glass, color, light",https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_96_01g_ONeil.JPG,Agassiz,Maria L. Baldwin Elementary School,light
Untitled (Small Walking Bird),Juliet Kepes,42.39971914,-71.13270287,animal,bird; animal; wings; soar; fly; flight,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Kepes_CAC8007e_PerspectivePhoto.JPG,North Cambridge,Clarendon Avenue Playground,animal
Brickworker and Ballplayer (Ballplayer),David Judelson,42.39055228,-71.12782085,community,brick; labor; baseball; community,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Judelson_CAC8301b_PerspectivePhoto.JPG,North Cambridge,Rindge Field,community
Chairs and Endless Lamps (Right lamp),John Tagiuri,42.36841159,-71.10067088,light,Egyption; light; respite; seat; sit,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Tagiuri_ChairsAndEndlessLamps_rightlamp.JPG,The Port,Moses Youth Center,light
Untitled (Praying Mantis),Nancy Webb,42.36610562,-71.0766217,nature,insect; mantis; nature; tiny; treasure; look close,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_4a_Webb.jpg,East Cambridge,Charles Park,nature
"Untitled (4 keys, astrolabe, and computers)",Nancy O'Neil,42.38234493,-71.11637995,light,"glass, color, light",https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/ONeil_CAC9601h_PerspectivePhoto.JPG,Agassiz,Maria L. Baldwin Elementary School,light
Untitled (Katydid),Nancy Webb,42.36688942,-71.07640617,nature,insect; katydid; nature; tiny; treasure; look close,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_21_Webb.jpg,East Cambridge,Charles Park,nature
Brickworker and Ballplayer,David Judelson,42.39055228,-71.12782085,community,brick; labor; baseball; community,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Judelson_CAC8301_Overall_PerspectivePhoto.JPG,North Cambridge,Rindge Field,community
Porter Square Landscape Design (Long wall),Toshihiro Katayama,42.38880175,-71.1191964,land design,abstract; land design; color; line; shape,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Katayama_CAC0601_PorterSquareLandscapeDesign.jpg,North Cambridge,Porter Square Shopping Center,land design
Filament/Firmament,Ellen Driscoll,42.3737744,-71.11040436,community,text; symbol; identity; community; activism; feminism,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Driscoll_FilamentFirmament.jpg,Mid-Cambridge,Cambridge Main Public Library,community
Alewife Portals (a),Carlos Dorrien,42.39679906,-71.14308431,entryway,stone; fish; entryway; biking; bike path,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Dorrien_AlewifePortals_a.JPG,North Cambridge,Minuteman Commuter Bikeway,entryway
Beacon of Color,Nancy Simonds,42.36871809,-71.07751555,abstract,abstract; shape; color,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_11_01_Simonds.JPG,East Cambridge,First Street Garage,abstract
Beach Fragments (e),David Phillips,42.36931876,-71.07555263,nature,beach; water; stone; nature; music; symbol; feet; hands; ocean; sea;,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC8603e_BeachFragments.JPG,East Cambridge,Lechmere Canal Park,nature
Gore Field (a),Robert Schelling,42.37228047,-71.08334508,abstract,abstract; shape; entryway; play; spirit; fun,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Schilling_CAC0606a_GoreField.JPG,East Cambridge,Gold Star Mothers Park,abstract
Dot Matrix,Edwin Andrews,42.36414685,-71.10329853,abstract,abstract; shape; color; light; play,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Andrews_CAC0404_DotMatrix.JPG,Cambridgeport,Green St. Garage,abstract
Town Green,Michael Glier,42.37007904,-71.10338243,community,"about Cambridge; city; drawing, community; civic; government; democracy",https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_CAC0401_TownGreen.jpg,Mid-Cambridge,City Hall Annex,community
Untitled (Owl on Blue Background),György Kepes & Juliet Kepes,42.35613544,-71.11274432,animal,take flight; bird; animal,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Kepes_UntitledOwlOnBlueBackground_01.JPG,Cambridgeport,Morse School,animal
Drawn Water (circle gate),Mags Harries & Lajos Heder,42.38356439,-71.14415737,water,water; view; play; spirit; fun,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_02_01e_HarriesMags_HeiderLajos_DrawnWater.jpg,West Cambridge,Walter Sullivan Water Facility,water
Spiral (Boulder with bronze inlay Harvard St.),David Phillips,42.37259118,-71.11584195,nature,snail; nature; insect,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970204_Spiral.jpg,Mid-Cambridge,Quincy Square,nature
Untitled (Moses Youth Center Collaborative),Marc Cooper,42.36836603,-71.10073318,Abstract,abstract; shape; surf; garden,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Cooper_Untitled_05.jpg,,Moses Youth Center,abstract
Beach Fragments (c),David Phillips,42.36938729,-71.07554708,nature,beach; water; stone; nature; music; symbol; feet; hands; ocean; sea;,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC8603c_BeachFragments.JPG,East Cambridge,Lechmere Canal Park,nature
Levitated Stone (Dragonflies/inlay),David Phillips,42.36117321,-71.10766133,nature,nature; dragonfly; insect; frog; animal; fountain; water; tree; branch; stone; outdoors; land; flora; fauna,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_18.JPG,Cambridgeport,Dana Park,nature
Untitled (Column with starling),William Reimann,42.36765816,-71.11492154,animal,bird; nature; animal; critter; creature,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_j_Reimann.jpg,Riverside,Corporal Burns Park,animal
Beacon of Color (d),Nancy Simonds,42.36868845,-71.07767186,abstract,abstract; shape; color,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_11_01d_Simonds.jpg,East Cambridge,First Street Garage,abstract
Gore Field (g),Robert Schelling,42.37246997,-71.08458351,abstract,abstract; sports; baseball; shape; entrayway; play; spirit; fun,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Schilling_CAC0606g_GoreField.JPG,East Cambridge,Gold Star Mothers Park,abstract
Untitled (Upright white dog),Jay Coogan,42.37126757,-71.0920295,animal,cats; dogs; animal; critter; creature,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Coogan_CAC0502a_Untitled.JPG,Wellington-Harrington,Donnelly Field,animal
Untitled (Daylily Bud and Katydid),Nancy Webb,42.36644739,-71.07633812,nature,insect; katydid; plant; flower; nature; tiny; treasure; look close,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_30_Webb.jpg,East Cambridge,Charles Park,nature
Alley Cats (a),Judy McKie,42.37210986,-71.08997838,animal,bench; animal; cats; respite; seat; sit,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/McKie_CAC0501a_PerspectivePhoto.JPG,Wellington-Harrington,Cambridge Public Library-Valente Branch,animal
Untitled (Bollard with shoes),Robin Shores,42.3704843,-71.10377503,children,feet; shoes; children,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Shores_CAC8112d.JPG,Mid-Cambridge,"King Open School (until 2020), the Ola Portuguese Dual Language Immersion Program",children
A Public Display of Intervention,Adam Simha,42.36343842,-71.09825719,bench,bench; abstract; respite; seat; sit,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_15_01b_Simha.jpg,The Port,Charles O. Dance Jr. Square,bench
Anxiety of Beauty: Revisiting the Fountain of Youth,Mela Lyman,42.37091361,-71.10157897,water,water; swimming; children; cloud; color; history; landscape; mythology,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_09_01_Lyman.JPG,Mid-Cambridge,Paine Park,water
Untitled,Linda Lichtman,42.36386897,-71.10361901,light,glass; color; light,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_80_01_Lichtman.JPG,Cambridgeport,Central Square Branch Library,light
Stop-Action-Frieze,Jay Coogan,42.37127656,-71.09213263,play,play; sports,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Coogan_CAC9701_StopActionFrieze.jpg,Wellington-Harrington,Frisoli Youth Center,play
Chairs and Endless Lamps (Left lamp),John Tagiuri,42.36842351,-71.10076824,light,Egyption; light; respite; seat; sit,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Tagiuri_ChairsAndEndlessLamps_leftlamp.jpg,The Port,Moses Youth Center,light
Untitled (Chicory and Bumble Bee),Nancy Webb,42.36687579,-71.07614083,nature,insect; bee; plant; flower; nature; tiny; treasure; look close,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_25_Webb.jpg,East Cambridge,Charles Park,nature
Untitled,Lilli Ann Rosenberg,42.37809388,-71.15233129,children,animal; color; play; kids; children; community,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Rosenberg_CAC9506ad_Kids_PerspectivePhoto.JPG,Strawberry Hill,Haggerty School,children
Levitated Stone (Small frog water fountain),David Phillips,42.36113753,-71.10763928,animal,frog; animal; fountain; outdoors; land; flora; fauna; nature,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_LevitatedStones_13.JPG,Cambridgeport,Dana Park,animal
Untitled (Moses Youth Center Collaborative),Marc Cooper,42.36838327,-71.10072199,Abstract,abstract; garden; surf; shape,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Cooper_Untitled_03.jpg,,Moses Youth Center,abstract
Drawn Water (Valve plate),Mags Harries & Lajos Heder,42.3559951,-71.11190557,water,water; puddle play; spirit; fun,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/HarriesHeder_CAC0201q_Morse.jpg,Cambridgeport,Morse Elementary School,water
Spiral (Wrought iron fence),David Phillips,42.37208381,-71.11527358,nature,snail; nature; insect,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970223_Spiral.jpg,Mid-Cambridge,Quincy Square,nature
Town Green: Ivy/Sky,Michael Glier,42.37007904,-71.10338243,community,"about Cambridge; city; drawing, community; civic; government; democracy",https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_07b_TownGreen_sky.jpg,Mid-Cambridge,City Hall Annex,community
Never Green Tree,William Wainwright,42.36975334,-71.07576661,abstract,kinetic; abstract; tree; wings; soar; fly; flight,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_87_01_Wainwright.JPG,East Cambridge,Canal Park,abstract
Yerxa Road Underpass,Randal Thurston,42.39008611,-71.12925769,animal,"bird; insect, butterfly, animal; wings; soar; fly; flight",https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_06_03a_Thurston.jpg,North Cambridge,Yerxa Road Underpass,animal
Beacon of Color (k),Nancy Simonds,42.36900761,-71.07741914,abstract,abstract; shape; color,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_11_01k_Simonds.JPG,East Cambridge,First Street Garage,abstract
Untitled (Column with cormorant),William Reimann,42.36765508,-71.11606307,animal,bird; nature; animal; critter; creature,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_c_Reimann.JPG,Riverside,Corporal Burns Park,animal
Stroll After the Rain,Dominic Michael Killiany,42.386615,-71.136713,landscape,painting; digifuse; color; shape,,Neighborhood Nine,"Danehy Park, Louis A. DePasquale Universal Design Playground",landscape
Yerxa Road Underpass (Archway- south trellis),Randal Thurston,42.39001817,-71.12927432,animal,bird; animal; wings; soar; fly; flight,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_06_03d_Thurston.JPG,Neighborhood Nine,Yerxa Road Underpass,animal
Untitled (Rooster on Blue Background),György Kepes & Juliet Kepes,42.35613782,-71.11274454,animal,tile; take flight; animal; nature; color,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Kepes_UntitledRoosterOnBlueBackground_07.JPG,Cambridgeport,Morse School,animal
Here and There,Roberley Bell,42.36765135,-71.07980956,nature,plant; nature; squash; garden; grow; nurture,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Bell_CAC0803ad_HereAndThere.JPG,East Cambridge,Costa Lopez Taylor Park and Community Garden,nature
Stone Work (Bronze and stone),David Phillips,42.36229334,-71.11525714,nature,stone; nature; outdoors; land; flora; fauna,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC8008b_StoneWork.JPG,Riverside,Riverside Press Park,nature
Untitled (Chicory),Nancy Webb,42.36686877,-71.07609679,nature,plant; flower; nature; tiny; treasure; look close,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_26_Webb.jpg,East Cambridge,Charles Park,nature
Untitled (Dogs and Cats),Jay Coogan,42.37136067,-71.0921941,animal,cats; dogs; animal; critter; creature,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Coogan_CAC0502a_Untitled.JPG,Wellington-Harrington,Donnelly Field,animal
The Bluefish is Good Tonight (b),Lisa Houck,42.37404871,-71.10102106,nature,water; fish; nature; abstract; ocean; water; sea; sea creature,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_87_07_Houck.JPG,Wellington-Harrington,Cambridge Health Alliance (Inman Square),nature
Spiral (Wrought iron fence),David Phillips,42.37236255,-71.11567132,nature,snail; nature; insect,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970226_Spiral.jpg,Mid-Cambridge,Quincy Square,nature
Untitled (Daylily),Nancy Webb,42.36646487,-71.07650372,nature,plant; flower; nature; tiny; treasure; look close,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_13_Webb.jpg,East Cambridge,Charles Park,nature
Patchwork Oasis,Jane Goldman,42.39348573,-71.13098306,abstract,abstract,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/cac_01_03ae_goldman.JPG,North Cambridge,James F. Walsh Square,abstract
Town Green: Dutchman’s Pipe,Michael Glier,42.37007904,-71.10338243,community,"about Cambridge; city; drawing, community; civic; government; democracy",https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Glier_01a_TownGreen_dutchmanspipe.jpg,Mid-Cambridge,City Hall Annex,community
Spiral (Snail),David Phillips,42.37223417,-71.1152418,insect,snail; nature; insect,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970215_Spiral.jpg,Mid-Cambridge,Quincy Square,insect
Beat the Belt,Bernard LaCasse,42.35701503,-71.11376548,community,history; political; neighborhood; protest; community; activism,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Lacasse_CAC8009_BeatTheBelt.JPG,Cambridgeport,Microcenter (Building),community
Untitled (Column with mallard duck),William Reimann,42.36742851,-71.11488724,animal,bird; nature; animal; critter; creature,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_t_Reimann.JPG,Riverside,Corporal Burns Park,animal
Untitled (Fish),Lilli Ann Rosenberg,42.37208352,-71.08729886,community,neighborhood; family; community; city; tree; nature; bird; animal; fish; sports; truck,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC7905p_Fish_Rosenberg_MillersRiver_2019.JPG,East Cambridge,Millers River Apartments,community
Taking Note: Salsa Sidestep,Mel Zeigler,42.37433328,-71.11155788,education,drawing; metal; education,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Ziegler_CAC1302c_SalsaSidestep.JPG,Mid-Cambridge,Cambridge Rindge and Latin School,education
Untitled (Column with crow),William Reimann,42.36760662,-71.11488136,animal,bird; nature; animal; critter; creature,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_m_Reimann.JPG,Riverside,Corporal Burns Park,animal
Drawn Water (outdoor drinking fountain),Mags Harries & Lajos Heder,42.3835098,-71.14404916,water,water; fountain; play; spirit; fun,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_02_01a_HarriesMags_HeiderLajos_DrawnWater.jpg,West Cambridge,Walter Sullivan Water Facility,water
Untitled (Column with great blue heron),William Reimann,42.36742677,-71.11488743,animal,bird; nature; animal; critter; creature,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_99_08_s_Reimann.JPG,Riverside,Corporal Burns Park,animal
Revolutionary Figures,Madeleine Lord,42.35654535,-71.10419787,history,history; revolution; metal; activism,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Lord_CAC87041_RevolutionaryFigures.JPG,Cambridgeport,Fort Washington Park,history
Taking Note: Sun-Photic Zone,Mel Zeigler,42.37452593,-71.11120748,school,sun; drawing; metal; school,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Ziegler_CAC1302a_SunPhotic.JPG,Mid-Cambridge,Cambridge Rindge and Latin School,school
"Untitled (Dudley Street, east and west columns)",William Reimann,42.3958974,-71.13048177,insect,butterfly; insect; entryway; wings; soar; fly; flight,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_01_04a_Reimann.JPG,North Cambridge,Reverend Thomas J. Williams Park,insect
Floating Stones (Block),Edward Levine,42.3872294,-71.13361038,abstract,stone; abstract; landscape,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_02_Levine.JPG,Neighborhood Nine,Roethlisberger Park,abstract
Artesian Well (Bench 2),Bland Hoke,42.38289162,-71.11833867,bench,bench; blue,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Hoke_CAC17022_ArtesianWell.jpg,Agassiz,Sacramento Field,bench
Gate House,Lloyd Hamrol,42.36518135,-71.07668956,abstract,color; metal; abstract,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Hamrol_CAC_86_09ac_GateHouse.jpg,East Cambridge,Front Park,abstract
Altered Benches,Laura Evans,42.36596518,-71.09487638,bench,bench; plant; vine; water; plumbing; respite; seat; sit,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Evans_AlteredBenches_b.JPG,The Port,Greene-Rose Heritage Park,bench
"Untitled (Dandelions, Fritillary Butterfly, Prionus Beetle)",Nancy Webb,42.366094,-71.07657403,nature,insect; butterfly; beetle; plant; flower; nature; tiny; treasure; look close,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_92_03_7_Webb.jpg,East Cambridge,Charles Park,nature
One Seasonal Cycle in a Temperate Zone (Spring) (Summer),Lisa Houck,42.36673916,-71.10622013,nature,Trees; nature; abstract; color; outdoors; land; flora; fauna,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Houck_CAC9591ab_OneSeason.jpg,Riverside,Cityside Senior Center,nature
Untitled (Butterfly),Lilli Ann Rosenberg,42.37809388,-71.15233129,children,animal; color; play; kids; children; community,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Rosenberg_CAC9506a_Butterfly_PerspectivePhoto.JPG,Strawberry Hill,Haggerty School,children
Untitled (Birds on Red Background),György Kepes & Juliet Kepes,42.3561355,-71.1127444,animal,take flight; animal,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Kepes_UntitledBirdsOnRedBackground_04.JPG,Cambridgeport,Morse School,animal
Evening in the Park,Dominic Michael Killiany,42.38705,-71.13689,landscape,painting; digifuse; color; shape,,Neighborhood Nine,"Danehy Park, Louis A. DePasquale Universal Design Playground",landscape
Beacon of Color (c),Nancy Simonds,42.36869138,-71.07769421,abstract,abstract; shape; color,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_11_01c_Simonds.jpg,East Cambridge,First Street Garage,abstract
Gore Field (f),Robert Schelling,42.37247857,-71.08461014,abstract,abstract; shape; entryway; play; spirit; fun,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Schilling_CAC0606f_GoreField.JPG,East Cambridge,Gold Star Mothers Park,abstract
Gore Field (e),Robert Schelling,42.37291417,-71.08281457,abstract,abstract; shape; entryway; play; spirit; fun,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Schilling_CAC0606e_GoreField.JPG,East Cambridge,Gold Star Mothers Park,abstract
Altered Benches (a),Laura Evans,42.36596518,-71.09487638,bench,bench; plant; vine; respite; seat; sit,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Evans_AlteredBenches_a.JPG,The Port,Greene-Rose Heritage Park,bench
The Librarian Speaks,Liam Gillick,42.37375216,-71.11161389,text,text; color; speech; library; language; typography,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Gillick_CAC0905_TheLibrarianSpeaks.JPG,Mid-Cambridge,Cambridge Main Public Library,text
Untitled (Green tree),Lilli Ann Rosenberg,42.37210767,-71.08728785,community,neighborhood; family; community; city; tree; nature; bird; animal; fish; sports; truck,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC7905l_GreenTree_Rosenberg_MillersRiver_2019.JPG,East Cambridge,Millers River Apartments,community
Beacon of Color (h),Nancy Simonds,42.36867587,-71.07757947,abstract,abstract; shape; color,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_11_01h_Simonds_.jpg,East Cambridge,First Street Garage,abstract
New Palmer (Benches),Jody Pinto,42.37356843,-71.11999276,bench,bench; abstract,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/CAC_08_01_Pinto.JPG,West Cambridge,Harvard Square,bench
Dana Park Quotes (Dana),John Powell,42.36140107,-71.10754703,history,political; text; writing; history,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Powell_CAC07052_Dana.JPG,Cambridgeport,Dana Park,history
Spiral (Snail),David Phillips,42.3720448,-71.11517077,insect,snail; nature; insect,https://www.cambridgema.gov/-/media/Images/artscouncil/publicartwebsite/2021publicartmap/Phillips_CAC970208_Spiral.jpg,Mid-Cambridge,Quincy Square,insect
